activity_id,queue_id,comment_idx,comment_urn,is_reply,author,author_headline,relative_time,comment_text,link_count,links_json
7458410505825685505,LI-LOGIN-001,1,"urn:li:comment:(ugcPost:7457371630122508289,7458421434940448768)",false,Paul Levchuk,Head of Data | Predictable Growth via Unit Economics & Cohorts,1w,"Denis Burakov in your example both models have the same Brier, so it hasn't picked wrong, it's just indifferent. The title seems to overstate it, unless I'm missing something?",1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7458410505825685505,LI-LOGIN-001,2,"urn:li:comment:(ugcPost:7457371630122508289,7458974598618001408)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,1w,"Paul Levchuk the issue is we know model B is better, but Brier would say they’re both good (note that model A has one feature and has max p of 0.3). My reading of it is that Brier isn’t the right metric for model selection",1,"[{""href"": ""https://www.linkedin.com/in/paullevchuk/"", ""text"": ""Paul Levchuk""}]"
7458410505825685505,LI-LOGIN-001,3,"urn:li:comment:(ugcPost:7457371630122508289,7460194335595270144)",false,I Wayan Ariawan,Principal Underwriting Analyst at Home Credit Indonesia,1w,"Spot-on analysis regarding how raw Brier scores (BS) can mask a weak model simply because its predictions hover near the baseline event rate. However, Yates Decomposition (YC) math has a major flaw: its forecast variance and covariance terms can cancel each other out and hide true ranking power. We cannot look at the covariance alone to judge ranking power because its true value is contaminated by the variance. Perhaps a cleaner fix would be this relatively new paper: https://arxiv.org/abs/2603.05544. It rearranges the math into 3 simple, strictly positive factors that measure bias (Global Calibration Factor), spread (Variance Mismatch Factor), and ranking (Correlation Deficit Factor) separately. If we want to know which scorecard has the best ranking engine when BS tie, we look at exactly one factor: the Correlation Deficit. Whichever scorecard has the lower number in that specific factor wins. This score will not change just because the scorecard's variance shifts. It automatically exposes Model A's weak spread and rewards Model B's strong ranking power without needing a manual tie-breaker, i.e. trade off between variance and covariance factors in YC.",1,"[{""href"": ""https://arxiv.org/abs/2603.05544"", ""text"": ""https://arxiv.org/abs/2603.05544""}]"
7458410505825685505,LI-LOGIN-001,4,"urn:li:comment:(ugcPost:7457371630122508289,7458487582117502976)",false,João Maia,"Senior Data Scientist @Natura | Risco de Crédito | Desenvolvimento, Validação e Monitoramento de Modelos",1w,Very insightfull,0,[]
7458410505825685505,LI-LOGIN-001,5,"urn:li:comment:(ugcPost:7457371630122508289,7458433860771598336)",false,Juan Pablo Usuga Cadavid,PhD | Senior Data Scientist / Machine Learning Engineer | Actuarial Science,1w,Julio M.,1,"[{""href"": ""https://www.linkedin.com/in/julio-medegan/"", ""text"": ""Julio M.""}]"
7456960883634663424,LI-LOGIN-002,1,"urn:li:comment:(ugcPost:7449108038701129728,7456971730671239168)",false,Ilia Ekhlakov,"Senior Data Scientist @ inDrive | Cyprus | Business Growth with, Predictive Machine Learning, Causal Inference and GenAI | 10 Years of Experience | ADPList Top 100 AI/ML Mentor",2w,"Thanks for the shoutout! The init_model trick is one of those things that looks simple enough, but solves a genuinely painful problem, nobody wants to retrain from scratch every time a new data source lands. The frozen trees point is important: original splits stay intact, new trees can use both old and new features. So you're extending the model's vocabulary without touching what it already learned. In credit risk that matters a lot, because the base model often has months of stability tracking and PSI monitoring behind it that you'd lose with a full retrain. The SHAP score tracking across base and fine-tuned trees is a nice addition too. Showing how feature contributions shift when the scorecard expands is exactly the kind of audit trail governance teams ask for.",0,[]
7456960883634663424,LI-LOGIN-002,2,"urn:li:comment:(ugcPost:7449108038701129728,7457469304960245760)",true,Sauran Sarbassov,Risk & Payments Data Scientist | Credit Risk (PD/LGD/EAD) | IFRS 9 | Transaction & Behavioral Data,2w,"Ilia Ekhlakov Interesting approach — especially from a production perspective. One thing worth highlighting is that even small fine-tuning steps can shift the PD distribution, which may require re-calibration of the model. In practice, this is not just a technical detail — even with stable ranking, changes in PD scale can directly impact provisioning, cut-offs and decision logic. Not necessarily a problem, but something that needs to be managed carefully — especially when models are already embedded into IFRS 9 or decision frameworks.",1,"[{""href"": ""https://www.linkedin.com/in/ilia-ekhlakov/"", ""text"": ""Ilia Ekhlakov""}]"
7454786558127161344,LI-LOGIN-003,1,"urn:li:comment:(ugcPost:7449120167537762304,7455572909034745862)",false,Angela B.,"Risk, Data, Models & AI | Governance, Regulation & Strategy | Financial Services Consulting",3w,"These metrics and plenty more are bread and butter for applied statisticians, so it’s nice to see them getting some air time. It does concern me though how models are being deployed and assessed in this age of “data science” rebranding and development at pace. These methods have been around for decades and are part of a statistician’s core training. But there’s only so much space in a degree programme, and a lot of that depth gets cut to make room for hands-on tooling. The result is that you don’t know what you don’t know. What is the default .fit() actually doing under the hood, and is it appropriate for your use case? Often it isn’t. Not everything should default to Maximum Likelihood Estimation for parameter estimation, or to p = 0.05 as a benchmark. In many applications, a 5% Type I error rate is far from acceptable. It’s not a new problem. I’ve seen it anywhere a point-and-click interface exists for over 20 years, side eye to SPSS. The difference now is scale, speed, and reach. These capabilities are far more accessible, and models are being deployed much faster, often without the depth of statistical insight or oversight that sometimes used to sit around them. Unless we actively upskill data scientists on this, it’s only going to become a bigger issue over time. For me, it’s not about old versus new. It’s recognising that different skillsets matter, and not losing them by focusing on new labels and entry routes without understanding what’s being left behind. It’s about ensuring teams have good coverage of both, either through cross-pollination or cohesive internal training, before that underlying knowledge starts to fade. Because once it does, it’s not just academic. It affects the quality of decisions being made.",0,[]
7454786558127161344,LI-LOGIN-003,2,"urn:li:comment:(ugcPost:7449120167537762304,7455579214109360129)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,3w,"Angela B. I get your points and agree with everything you’ve said. I also find current data science discourse a bit concerning, especially when it comes to abandoning already established metrics and use something like Brier score etc (will share some of that soon). The problem in my view is that legacy software gets left behind and isn’t used in modern orgs, while Python is too fragmented to offer a comprehensive suite of tools beyond statsmodels that a data scientist can rely on. With the new AI wave, this will probably become even more pronounced.",1,"[{""href"": ""https://www.linkedin.com/in/angelabowker/"", ""text"": ""Angela B.""}]"
7454786558127161344,LI-LOGIN-003,3,"urn:li:comment:(ugcPost:7449120167537762304,7458077763384803328)",false,The Consulting Co. (Global Solutions) LLP,"1,979 followers",2w,"This is a great deep dive. Accuracy and AUC are often treated as the 'gold standard,' but in high-stakes environments like credit risk, they can be incredibly misleading. Exploring ordinal association and calibration is where the real value lies for long-term model stability. Thanks for highlighting Somers' D—especially its application in LLM reasoning trust!",0,[]
7454786558127161344,LI-LOGIN-003,4,"urn:li:comment:(ugcPost:7449120167537762304,7454841792702734337)",false,Caio Guimaraes,Financial and Risk Consultant @ EY,3w,Awesome!,0,[]
7454786558127161344,LI-LOGIN-003,5,"urn:li:comment:(ugcPost:7449120167537762304,7454917040475164672)",false,Joe Kurian,"Credit Risk Strategy| Lending Innovation |ML, LLMs| Data, Model Governance & Regulatory Compliance",3w,Good collection Denis Burakov. Thanks for binding them.,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7454786558127161344,LI-LOGIN-003,6,"urn:li:comment:(ugcPost:7449120167537762304,7454790943876247552)",false,Abdul A.,Strategist | Skeptical Empiricist | Pragmatist,3w,Denis Burakov I save this kind of post. Thank you for sharing,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7454786558127161344,LI-LOGIN-003,7,"urn:li:comment:(ugcPost:7449120167537762304,7454885612823740416)",false,Lucas Leão,Data Scientist | Conformal Prediction | Anomaly Detection | Natural Language Processing | Forecasting | Machine Learning,3w,João Maia,1,"[{""href"": ""https://www.linkedin.com/in/joaomauriciomaia/"", ""text"": ""João Maia""}]"
7454786558127161344,LI-LOGIN-003,8,"urn:li:comment:(ugcPost:7449120167537762304,7454793144732323840)",false,Richard Knight,Senior Risk Manager / Men's mental health advocate,3w,"Andrea Coimbra, MSc",1,"[{""href"": ""https://www.linkedin.com/in/andreapcoimbra/"", ""text"": ""Andrea Coimbra, MSc""}]"
7454786558127161344,LI-LOGIN-003,9,"urn:li:comment:(ugcPost:7449120167537762304,7456130692377202688)",false,Oleg Evdokimov,Chief Executive Officer,2w,Thank you for sharing 🙏,0,[]
7452612214328537088,LI-LOGIN-004,1,"urn:li:comment:(ugcPost:7451577180242972672,7452614269873086464)",false,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,4w,Origination Models: GINI Effect on Bad Rate/ Losses https://drive.google.com/file/d/1HI8Tt9H3fa89hSQwKToXSBnVof7iWhnZ/view?usp=sharing,1,"[{""href"": ""https://drive.google.com/file/d/1HI8Tt9H3fa89hSQwKToXSBnVof7iWhnZ/view?usp=sharing"", ""text"": ""https://drive.google.com/file/d/1HI8Tt9H3fa89hSQwKToXSBnVof7iWhnZ/view?usp=sharing""}]"
7452612214328537088,LI-LOGIN-004,2,"urn:li:comment:(ugcPost:7451577180242972672,7461679800894566401)",false,Asko Kauppinen,Principal Consultant at Ready Solutions Oy,4d,Denis Burakov how about net profit curves vs score cut-off for several models? Would that make connection between model performance and business goals more transparent?,1,"[{""href"": ""https://www.linkedin.com/in/denisburakov/"", ""text"": ""Denis Burakov""}]"
7452612214328537088,LI-LOGIN-004,3,"urn:li:comment:(ugcPost:7451577180242972672,7461730271709761536)",true,Denis Burakov,Risk Modeling | Data Science on AWS | ML Engineering,4d,"Asko Kauppinen yes, I've tried this several times. Better model (higher Gini) reaches higher profit peak at higher approval rate. The key thing is to use fixed interest rate for all loans, not individual risk-based pricing formula, PD/(1-PD) since comparison will be invalid.",1,"[{""href"": ""https://www.linkedin.com/in/asko-kauppinen-b0118a44/"", ""text"": ""Asko Kauppinen""}]"
