source_family,method_v65,min_support_v65,global_delta_v65,small_cell_bonus_v65,evaluated_splits_v65,split_gate_pass_rows_v65,worst_source_month_coverage_v65,worst_policy_month_coverage_v65,worst_stress_slice_coverage_v65,max_avg_width_loan_v65,avg_width_loan_mean_v65,all_splits_gate_pass_v65,source_margin_to_0p80_v65,policy_margin_to_0p90_v65,width_margin_to_0p95_v65,strict_live_deployability_claim_allowed,claim_boundary_v65,ranking_score_v65
period,fine_delta_margin_repair,3,0.012,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9468969818387235,0.9331250862991304,True,0.10766389658356412,0.0,0.0031030181612764496,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.1076691474484
period,fine_delta_margin_repair,10,0.012,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9468969818387235,0.9331250862991304,True,0.10766389658356412,0.0,0.0031030181612764496,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.1076691474484
period,fine_delta_margin_repair,3,0.013,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9475196665818969,0.9338830463997128,True,0.10766389658356412,0.0,0.0024803334181030534,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.1014423000167
period,fine_delta_margin_repair,10,0.013,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9475196665818969,0.9338830463997128,True,0.10766389658356412,0.0,0.0024803334181030534,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.1014423000167
period,fine_delta_margin_repair,3,0.014,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9481423513250706,0.9346410065002951,True,0.10766389658356412,0.0,0.0018576486749293242,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0952154525849
period,fine_delta_margin_repair,10,0.014,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9481423513250706,0.9346410065002951,True,0.10766389658356412,0.0,0.0018576486749293242,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0952154525849
period,fine_delta_margin_repair,3,0.015,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9487610388075941,0.9353890890524943,True,0.10766389658356412,0.0,0.001238961192405852,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0890285777598
period,fine_delta_margin_repair,10,0.015,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9487610388075941,0.9353890890524943,True,0.10766389658356412,0.0,0.001238961192405852,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0890285777598
period,fine_delta_margin_repair,3,0.016,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9493758762261177,0.9361310972010015,True,0.10766389658356412,0.0,0.0006241237738822125,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0828802035744
period,fine_delta_margin_repair,10,0.016,0.0,4,4,0.9076638965835642,0.9,0.9809050983387435,0.9493758762261177,0.9361310972010015,True,0.10766389658356412,0.0,0.0006241237738822125,False,internal pseudo-unseen all-split pass if true; still no external live validation,1401.0828802035744
