portfolio_label_v278,source_family,source_id,cap_share_v278,source_exposure_v278,source_share_v278,source_slack_v278,source_cap_violated_v278,claim_boundary_v278
restricted_pool_milp_candidate,grade,A,0.8531348749298603,719725.0,0.8531337975996444,1.0773302159261533e-06,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,B,0.8531348749298603,25625.0,0.030374870351163135,0.8227600045786971,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,C,0.8531348749298603,29400.0,0.03484960734923692,0.8182852675806234,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,D,0.8531348749298603,54125.0,0.0641576529856275,0.7889772219442328,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,E,0.8531348749298603,12750.0,0.015113350125944584,0.8380215248039157,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,F,0.8531348749298603,2000.0,0.002370721588383464,0.8507641533414768,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,0,0.9,759250.0,0.8999851829900726,1.4817009927448055e-05,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,1,0.9,44525.0,0.052778189361386875,0.8472218106386131,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,2,0.9,30250.0,0.0358571640242999,0.8641428359757001,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,3,0.9,9600.0,0.011379463624240629,0.8886205363757594,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,7,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,8,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,9,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,0,0.85,6600.0,0.007823381241665432,0.8421766187583345,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,1,0.85,25375.0,0.0300785301526152,0.8199214698473848,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,2,0.85,51150.0,0.060631204622907095,0.7893687953770929,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,3,0.85,90800.0,0.10763076011260928,0.7423692398873907,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,4,0.85,669700.0,0.793836123870203,0.05616387612979701,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,0,0.85,630650.0,0.7475477848570159,0.10245221514298408,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,1,0.85,162675.0,0.19282856719514002,0.6571714328048599,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,2,0.85,31300.0,0.03710179285820121,0.8128982071417987,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,3,0.85,12600.0,0.014935546006815825,0.8350644539931842,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,4,0.85,6400.0,0.007586309082827086,0.8424136909171729,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2018,0.82,526175.0,0.6237072158838346,0.19629278411616535,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2019,0.82,291100.0,0.3450585271892132,0.47494147281078675,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2020,0.82,26350.0,0.031234256926952142,0.7887657430730478,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,AZ,0.35,9500.0,0.011260927544821456,0.33873907245517854,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,CA,0.35,105900.0,0.12552970810490444,0.22447029189509554,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,CO,0.35,21200.0,0.02512964883686472,0.32487035116313523,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,FL,0.35,45825.0,0.05431915839383612,0.29568084160616387,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,GA,0.35,49650.0,0.0588531634316195,0.2911468365683805,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,IL,0.35,88525.0,0.10493406430582308,0.2450659356941769,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,IN,0.35,1000.0,0.001185360794191732,0.34881463920580824,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MA,0.35,25400.0,0.030108164172469996,0.31989183582753,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MD,0.35,5200.0,0.006163876129797007,0.34383612387020296,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MI,0.35,3400.0,0.004030226700251889,0.3459697732997481,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MN,0.35,10300.0,0.01220921618017484,0.33779078381982514,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NC,0.35,21200.0,0.02512964883686472,0.32487035116313523,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NJ,0.35,13000.0,0.015409690324492518,0.33459030967550746,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NV,0.35,7200.0,0.008534597718180471,0.3414654022818195,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NY,0.35,92825.0,0.11003111572084753,0.23996888427915244,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,OH,0.35,21000.0,0.024892576678026374,0.3251074233219736,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,PA,0.35,25850.0,0.030641576529856274,0.3193584234701437,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,TX,0.35,29150.0,0.03455326715068899,0.315446732849311,False,restricted-pool source diagnostic only; not full-universe proof
