regime_v56,source_family,source_id,min_support_v56,source_count_v56,empirical_exposure_share_v56,source_cap_v56,pooled_small_cell_v56,used_exposure_v56,allowed_exposure_v56,slack_v56,active_v56
relaxed,state_top20,MD,250,1123,0.024072019857885367,0.049718832765510854,False,,,,
relaxed,state_top20,MI,250,1249,0.02442592764802333,0.05030278061923849,False,,,,
relaxed,state_top20,MN,250,935,0.01983030944211693,0.045,False,,,,
relaxed,state_top20,NC,250,1452,0.029457476919757284,0.05860483691759952,False,,,,
relaxed,state_top20,NJ,250,1497,0.0332505753706345,0.06486344936154692,False,,,,
relaxed,state_top20,NV,250,819,0.01582722134126876,0.045,False,,,,
relaxed,state_top20,NY,250,3188,0.06523522463910765,0.11763812065452761,False,,,,
relaxed,state_top20,OH,250,1520,0.027904519673710403,0.05604245746162216,False,,,,
relaxed,state_top20,PA,250,1559,0.031135431599431735,0.06137346213906236,False,,,,
relaxed,state_top20,TX,250,4050,0.08829443316582469,0.15568581472361073,False,,,,
relaxed,state_top20,VA,250,1372,0.03099226827468518,0.06113724265323055,False,,,,
relaxed,state_top20,WA,250,1125,0.02628830889542928,0.05337570967745831,False,,,,
relaxed,state_top20,other,250,10726,0.2119854322636693,0.35977596323505434,False,,,,
relaxed,income_band,0,250,8592,0.093434072005768,0.1641662188095172,False,,,,
relaxed,income_band,1,250,9396,0.14177104254300738,0.24392222019596216,False,,,,
relaxed,income_band,2,250,9169,0.16463153333003228,0.28164202999455323,False,,,,
relaxed,income_band,3,250,9914,0.23217714732910072,0.3930922930930162,False,,,,
relaxed,income_band,4,250,10929,0.36798620479209165,0.6171772379069512,False,,,,
relaxed,dti_band,0,250,14956,0.3007582171219512,0.5062510582512195,False,,,,
relaxed,dti_band,1,250,12006,0.2589077780609174,0.43719783380051375,False,,,,
relaxed,dti_band,2,250,9302,0.1986385847150481,0.3377536647798294,False,,,,
relaxed,dti_band,3,250,7023,0.14368238615068693,0.24707593714863343,False,,,,
relaxed,dti_band,4,250,4713,0.09801303395139632,0.17172150601980393,False,,,,
relaxed,score_decile,0,250,26022,0.6888154671542573,0.85,False,,,,
relaxed,score_decile,1,250,13970,0.24588399151225157,0.4157085859952151,False,,,,
relaxed,score_decile,2,250,4675,0.05049991928507104,0.09332486682036721,False,,,,
relaxed,score_decile,3,250,1521,0.008986933038009284,0.045,False,,,,
relaxed,score_decile,4,250,824,0.0030269104780859973,0.045,False,,,,
relaxed,score_decile,5,250,545,0.001639861661455421,0.045,False,,,,
relaxed,score_decile,6,250,313,0.0008189747311951324,0.045,False,,,,
relaxed,score_decile,__pooled_small__,250,130,0.0003279421396742659,0.045,True,,,,
tail_first,grade,A,250,43274,0.9839539325078269,0.85,False,,,,
tail_first,grade,B,250,1495,0.005947241018803559,0.045,False,,,,
tail_first,grade,C,250,1223,0.004165474058302345,0.045,False,,,,
tail_first,grade,D,250,1243,0.00405179885598162,0.045,False,,,,
tail_first,grade,E,250,687,0.001703769367054058,0.045,False,,,,
tail_first,grade,__pooled_small__,250,78,0.00017778419203148406,0.045,True,,,,
tail_first,period,2018,250,33670,0.7226588242350902,0.85,False,,,,
tail_first,period,2019,250,13153,0.25530031388244445,0.4312455179060333,False,,,,
tail_first,period,2020,250,1177,0.022040861882465377,0.046367422106067875,False,,,,
tail_first,state_top20,AZ,250,1305,0.026532919412685166,0.05377931703093052,False,,,,
tail_first,state_top20,CA,250,6470,0.14139303098044284,0.2432985011177307,False,,,,
tail_first,state_top20,CO,250,1395,0.02988304185381057,0.05930701905878744,False,,,,
tail_first,state_top20,FL,250,3197,0.06298481794455911,0.11392494960852252,False,,,,
tail_first,state_top20,GA,250,1376,0.03172433859047177,0.06234515867427842,False,,,,
tail_first,state_top20,IL,250,1688,0.03583300020812777,0.06912445034341082,False,,,,
tail_first,state_top20,IN,250,848,0.01620115690056283,0.045,False,,,,
tail_first,state_top20,MA,250,1106,0.026748545017795528,0.05413509927936262,False,,,,
tail_first,state_top20,MD,250,1123,0.024072019857885367,0.049718832765510854,False,,,,
tail_first,state_top20,MI,250,1249,0.02442592764802333,0.05030278061923849,False,,,,
tail_first,state_top20,MN,250,935,0.01983030944211693,0.045,False,,,,
tail_first,state_top20,NC,250,1452,0.029457476919757284,0.05860483691759952,False,,,,
tail_first,state_top20,NJ,250,1497,0.0332505753706345,0.06486344936154692,False,,,,
tail_first,state_top20,NV,250,819,0.01582722134126876,0.045,False,,,,
tail_first,state_top20,NY,250,3188,0.06523522463910765,0.11763812065452761,False,,,,
tail_first,state_top20,OH,250,1520,0.027904519673710403,0.05604245746162216,False,,,,
tail_first,state_top20,PA,250,1559,0.031135431599431735,0.06137346213906236,False,,,,
tail_first,state_top20,TX,250,4050,0.08829443316582469,0.15568581472361073,False,,,,
tail_first,state_top20,VA,250,1372,0.03099226827468518,0.06113724265323055,False,,,,
tail_first,state_top20,WA,250,1125,0.02628830889542928,0.05337570967745831,False,,,,
tail_first,state_top20,other,250,10726,0.2119854322636693,0.35977596323505434,False,,,,
tail_first,income_band,0,250,8592,0.093434072005768,0.1641662188095172,False,,,,
tail_first,income_band,1,250,9396,0.14177104254300738,0.24392222019596216,False,,,,
tail_first,income_band,2,250,9169,0.16463153333003228,0.28164202999455323,False,,,,
tail_first,income_band,3,250,9914,0.23217714732910072,0.3930922930930162,False,,,,
tail_first,income_band,4,250,10929,0.36798620479209165,0.6171772379069512,False,,,,
tail_first,dti_band,0,250,14956,0.3007582171219512,0.5062510582512195,False,,,,
tail_first,dti_band,1,250,12006,0.2589077780609174,0.43719783380051375,False,,,,
tail_first,dti_band,2,250,9302,0.1986385847150481,0.3377536647798294,False,,,,
tail_first,dti_band,3,250,7023,0.14368238615068693,0.24707593714863343,False,,,,
tail_first,dti_band,4,250,4713,0.09801303395139632,0.17172150601980393,False,,,,
tail_first,score_decile,0,250,26022,0.6888154671542573,0.85,False,,,,
tail_first,score_decile,1,250,13970,0.24588399151225157,0.4157085859952151,False,,,,
tail_first,score_decile,2,250,4675,0.05049991928507104,0.09332486682036721,False,,,,
tail_first,score_decile,3,250,1521,0.008986933038009284,0.045,False,,,,
tail_first,score_decile,4,250,824,0.0030269104780859973,0.045,False,,,,
tail_first,score_decile,5,250,545,0.001639861661455421,0.045,False,,,,
tail_first,score_decile,6,250,313,0.0008189747311951324,0.045,False,,,,
tail_first,score_decile,__pooled_small__,250,130,0.0003279421396742659,0.045,True,,,,
strict,grade,A,250,43274,0.9839539325078269,0.85,False,850000.0000000001,850000.0,-1.1641532182693481e-10,True
strict,grade,B,250,1495,0.005947241018803559,0.045,False,45000.0,45000.0,0.0,True
strict,grade,C,250,1223,0.004165474058302345,0.045,False,45000.0,45000.0,0.0,True
strict,grade,D,250,1243,0.00405179885598162,0.045,False,39000.0,45000.0,6000.0,False
strict,grade,E,250,687,0.001703769367054058,0.045,False,1000.0,45000.0,44000.0,False
strict,grade,__pooled_small__,250,78,0.00017778419203148406,0.045,True,0.0,45000.0,45000.0,False
strict,period,2018,250,33670,0.7226588242350902,0.7587917654468448,False,758791.7654468449,758791.7654468447,-1.1641532182693481e-10,True
strict,period,2019,250,13153,0.25530031388244445,0.2680653295765667,False,188583.23455315526,268065.3295765667,79482.09502341144,False
strict,period,2020,250,1177,0.022040861882465377,0.045,False,32625.0,45000.0,12375.0,False
strict,state_top20,AZ,250,1305,0.026532919412685166,0.045,False,10500.0,45000.0,34500.0,False
strict,state_top20,CA,250,6470,0.14139303098044284,0.14846268252946498,False,138588.68564896614,148462.68252946498,9873.996880498831,False
strict,state_top20,CO,250,1395,0.02988304185381057,0.045,False,14200.0,45000.0,30800.0,False
strict,state_top20,FL,250,3197,0.06298481794455911,0.06613405884178707,False,66134.05884178706,66134.05884178706,0.0,True
strict,state_top20,GA,250,1376,0.03172433859047177,0.045,False,43675.0,45000.0,1325.0,True
strict,state_top20,IL,250,1688,0.03583300020812777,0.045,False,45000.0,45000.0,0.0,True
strict,state_top20,IN,250,848,0.01620115690056283,0.045,False,24800.0,45000.0,20200.0,False
strict,state_top20,MA,250,1106,0.026748545017795528,0.045,False,42052.42086414487,45000.0,2947.5791358551287,True
strict,state_top20,MD,250,1123,0.024072019857885367,0.045,False,19690.963541006153,45000.0,25309.036458993847,False
strict,state_top20,MI,250,1249,0.02442592764802333,0.045,False,1000.0,45000.0,44000.0,False
strict,state_top20,MN,250,935,0.01983030944211693,0.045,False,5100.0,45000.0,39900.0,False
strict,state_top20,NC,250,1452,0.029457476919757284,0.045,False,10825.0,45000.0,34175.0,False
strict,state_top20,NJ,250,1497,0.0332505753706345,0.045,False,36425.0,45000.0,8575.0,False
strict,state_top20,NV,250,819,0.01582722134126876,0.045,False,6500.0,45000.0,38500.0,False
strict,state_top20,NY,250,3188,0.06523522463910765,0.06849698587106304,False,68496.98587106304,68496.98587106304,0.0,True
strict,state_top20,OH,250,1520,0.027904519673710403,0.045,False,13658.475087669325,45000.0,31341.524912330675,False
strict,state_top20,PA,250,1559,0.031135431599431735,0.045,False,39775.0,45000.0,5225.0,False
strict,state_top20,TX,250,4050,0.08829443316582469,0.09270915482411593,False,89118.70626851062,92709.15482411593,3590.4485556053114,True
strict,state_top20,VA,250,1372,0.03099226827468518,0.045,False,44675.0,45000.0,325.0,True
strict,state_top20,WA,250,1125,0.02628830889542928,0.045,False,37200.0,45000.0,7800.0,False
strict,state_top20,other,250,10726,0.2119854322636693,0.22258470387685278,False,222584.7038768528,222584.7038768528,0.0,True
strict,income_band,0,250,8592,0.093434072005768,0.0981057756060564,False,73200.0,98105.7756060564,24905.7756060564,False
strict,income_band,1,250,9396,0.14177104254300738,0.14885959467015775,False,103765.37027621406,148859.59467015773,45094.224393943674,False
strict,income_band,2,250,9169,0.16463153333003228,0.1728631099965339,False,172863.1099965339,172863.1099965339,0.0,True
strict,income_band,3,250,9914,0.23217714732910072,0.24378600469555575,False,243786.00469555575,243786.00469555575,0.0,True
strict,income_band,4,250,10929,0.36798620479209165,0.38638551503169627,False,386385.5150316963,386385.5150316963,0.0,True
strict,dti_band,0,250,14956,0.3007582171219512,0.3157961279780488,False,315796.1279780488,315796.1279780488,0.0,True
strict,dti_band,1,250,12006,0.2589077780609174,0.2718531669639633,False,271853.1669639633,271853.1669639633,0.0,True
strict,dti_band,2,250,9302,0.1986385847150481,0.20857051395080053,False,187487.9494120692,208570.51395080052,21082.564538731327,False
strict,dti_band,3,250,7023,0.14368238615068693,0.15086650545822128,False,101949.06999695256,150866.50545822128,48917.43546126872,False
strict,dti_band,4,250,4713,0.09801303395139632,0.10291368564896615,False,102913.68564896614,102913.68564896614,0.0,True
strict,score_decile,0,250,26022,0.6888154671542573,0.7232562405119702,False,723256.2405119704,723256.2405119702,-1.1641532182693481e-10,True
strict,score_decile,1,250,13970,0.24588399151225157,0.25817819108786416,False,250168.75948802975,258178.19108786416,8009.43159983441,False
strict,score_decile,2,250,4675,0.05049991928507104,0.053024915249324595,False,6575.0,53024.91524932459,46449.91524932459,False
strict,score_decile,3,250,1521,0.008986933038009284,0.045,False,0.0,45000.0,45000.0,False
strict,score_decile,4,250,824,0.0030269104780859973,0.045,False,0.0,45000.0,45000.0,False
strict,score_decile,5,250,545,0.001639861661455421,0.045,False,0.0,45000.0,45000.0,False
strict,score_decile,6,250,313,0.0008189747311951324,0.045,False,0.0,45000.0,45000.0,False
strict,score_decile,__pooled_small__,250,130,0.0003279421396742659,0.045,True,0.0,45000.0,45000.0,False
