policy_id,regime_v259,added_loan_id_v259,dropped_loan_id_v259,added_loan_amount_v259,dropped_loan_amount_v259,added_mean_return_v259,dropped_mean_return_v259,return_delta_v259,objective_return_after_swap_v259,exposure_after_swap_v259,budget_swap_feasible_v259,source_swap_feasible_v259,source_min_slack_after_swap_v259,max_source_share_after_swap_v259,source_cap_violations_after_swap_v259,first_source_block_family_v259,first_source_block_id_v259,loss_mean_after_swap_v259,cvar90_after_swap_v259,cvar_swap_feasible_v259,one_swap_improves_return_v259,integer_screen_scope_v259,claim_boundary_v259,added_grade_v259,dropped_grade_v259,added_score_decile_v259,dropped_score_decile_v259,added_income_band_v259,dropped_income_band_v259,added_dti_band_v259,dropped_dti_band_v259,added_period_v259,dropped_period_v259,added_state_top20_v259,dropped_state_top20_v259
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130791260,126658319,2900.0,2500.0,69.4776485933445,65.23175886099214,4.245889732352353,2893.4415951992905,843725.0,True,True,0.00016145349515106489,0.8991081217221251,0,,,61722.406228720676,97970.98690038548,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,3,2,0,0,2018,2018,NY,PA
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130791260,138351997,2900.0,2000.0,69.4776485933445,59.845817357766904,9.631831235577593,2898.8275367025158,844225.0,True,True,7.437565537782298e-05,0.8991678758624774,0,,,61735.6967646106,97981.02465092183,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,3,4,0,0,2018,2018,NY,IL
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130791260,151650780,2900.0,2000.0,69.4776485933445,52.68006941227111,16.797579181073388,2905.9932846480115,844225.0,True,True,7.437565537782298e-05,0.8991678758624774,0,,,61732.37038581679,97970.44333794745,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,3,2,0,0,2018,2019,NY,other
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130791260,161626478,2900.0,2400.0,69.4776485933445,59.91771594001454,9.559932653329959,2898.7556381202685,843825.0,True,True,0.00014402967166105007,0.8991200782152697,0,,,61702.14201576264,97917.2453336562,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,3,3,0,0,2018,2019,NY,MI
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130791260,129934914,2900.0,1650.0,69.4776485933445,44.68807959855301,24.789568994791487,2913.9852744617297,844575.0,True,True,1.3482513556262177e-05,0.8992096616641506,0,,,61761.65411379713,98020.27946304924,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,3,3,0,0,2018,2018,NY,PA
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130323956,127375002,4200.0,3000.0,86.84641574374062,78.27811063319062,8.56830511055,2897.764010577488,844525.0,True,True,2.2178443669806924e-05,0.8992036943844173,0,,,61703.86492231891,97944.50286630473,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,4,3,0,0,2018,2018,WA,AZ
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130323956,127030971,4200.0,3000.0,86.84641574374062,85.06583759521538,1.7805781485252368,2890.9762836154637,844525.0,True,True,2.2178443669806924e-05,0.8992036943844173,0,,,61730.58581050864,97982.0388975167,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,4,2,0,0,2018,2018,WA,CA
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,130323956,141623287,4200.0,3000.0,86.84641574374062,80.96618182010366,5.880233923636965,2895.075939390575,844525.0,True,True,2.2178443669806924e-05,0.8992036943844173,0,,,61672.15750424055,97871.33529528588,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,4,2,0,0,2018,2018,WA,NY
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,129916061,140155571,1000.0,1200.0,-160.93230437909457,-161.29557436875157,0.36326998965699886,2889.5589754565954,843125.0,True,True,2.8870482121190477e-05,0.8990363232023721,0,,,61636.52912570871,97809.66062123339,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,B,C,0,0,2,1,1,0,2018,2018,FL,MN
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,128782778,127375002,4000.0,3000.0,80.07891260992228,78.27811063319062,1.8008019767316625,2890.99650744367,844325.0,True,True,5.697246339297912e-05,0.8991798181979688,0,,,61702.10322849135,97941.7634517879,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,3,0,0,2018,2018,NJ,AZ
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,128782778,158540467,4000.0,2700.0,80.07891260992228,76.60297858930356,3.4759340206187233,2892.671639487557,844625.0,True,True,4.7876130037094455e-06,0.8992156282373834,0,,,61709.606399898985,97928.36081617652,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,4,0,1,2018,2019,NJ,OH
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,129384082,157146395,2800.0,1500.0,57.9071661442213,42.560102788769946,15.347063355451354,2904.5427688223895,844625.0,True,True,4.7876130037094455e-06,0.8992156282373834,0,,,61710.0803148069,97930.55698583229,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,2,0,0,2018,2019,IN,TX
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,129384082,142570983,2800.0,1500.0,57.9071661442213,41.928864039109165,15.978302105112135,2905.1740075720504,844625.0,True,True,4.7876130037094455e-06,0.8992156282373834,0,,,61705.06765327384,97924.72539764068,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,2,0,0,2018,2018,IN,OH
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,129384082,151650780,2800.0,2000.0,57.9071661442213,52.68006941227111,5.227096731950191,2894.4228021988883,844125.0,True,True,9.17829707309803e-05,0.8991559306974678,0,,,61698.15085196833,97914.44277141671,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,2,0,0,2018,2019,IN,other
v63_source_repair_return_guarded_repair,post_v258_bounded_two_swap_repair,129384082,129934914,2800.0,1650.0,57.9071661442213,44.68807959855301,13.21908654566829,2902.4147920126065,844475.0,True,True,3.087540352730844e-05,0.899197726398058,0,,,61727.43457994868,97964.27889651852,True,True,post_v258_bounded_two_swap_one_drop_one_add_whole_loan_swap,post-v258 bounded two-swap one-swap pricing only; not multi-swap or global proof,A,A,0,0,1,3,0,0,2018,2018,IN,PA
