portfolio_label_v308,source_family,source_id,cap_share_v308,source_exposure_v308,source_share_v308,source_slack_v308,source_cap_violated_v308,claim_boundary_v308
post_v306_best_one_swap_repair_candidate,grade,A,0.8531348749298603,722150.0,0.8531261998287014,8.6751011588726e-06,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,B,0.8531348749298603,20725.0,0.02448388906937594,0.8286509858604844,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,C,0.8531348749298603,39600.0,0.04678224401193184,0.8063526309179284,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,D,0.8531348749298603,49450.0,0.058418736525000736,0.7947161384048596,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,E,0.8531348749298603,13550.0,0.016007560766709,0.8371273141631513,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,F,0.8531348749298603,1000.0,0.0011813697982811068,0.8519535051315792,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,0,0.9,761600.0,0.8997312383708911,0.00026876162910893786,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,1,0.9,62000.0,0.07324492749342863,0.8267550725065714,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,2,0.9,22875.0,0.02702383413568032,0.8729761658643197,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,3,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,7,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,8,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,score_decile,9,0.9,0.0,0.0,0.9,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,income_band,0,0.85,7300.0,0.00862399952745208,0.8413760004725479,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,income_band,1,0.85,25925.0,0.0306270120204377,0.8193729879795623,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,income_band,2,0.85,54550.0,0.06444372249623438,0.7855562775037656,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,income_band,3,0.85,99175.0,0.11716234974452878,0.7328376502554712,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,income_band,4,0.85,659525.0,0.779142916211347,0.07085708378865296,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,dti_band,0,0.85,622100.0,0.7349301515106766,0.11506984848932333,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,dti_band,1,0.85,166350.0,0.19652086594406215,0.6534791340559378,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,dti_band,2,0.85,36100.0,0.04264744971794796,0.807352550282052,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,dti_band,3,0.85,18925.0,0.02235742343246995,0.82764257656753,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,dti_band,4,0.85,3000.0,0.003544109394843321,0.8464558906051567,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,period,2018,0.82,522325.0,0.6170589798871792,0.20294102011282078,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,period,2019,0.82,285225.0,0.3369562007147287,0.48304379928527125,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,period,2020,0.82,38925.0,0.04598481939809209,0.7740151806019079,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,AZ,0.35,12000.0,0.014176437579373284,0.3358235624206267,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,CA,0.35,111000.0,0.13113204760920288,0.2188679523907971,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,CO,0.35,15875.0,0.018754245547712572,0.33124575445228743,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,FL,0.35,52875.0,0.06246492808411353,0.28753507191588645,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,GA,0.35,32400.0,0.03827638146430787,0.3117236185356921,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,IL,0.35,91825.0,0.10847928172716265,0.24152071827283733,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,IN,0.35,8050.0,0.009510026876162911,0.34048997312383705,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,MA,0.35,26400.0,0.031188162674621222,0.31881183732537877,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,MD,0.35,7275.0,0.008594465282495052,0.3414055347175049,False,v308 post-swap source diagnostic only
post_v306_best_one_swap_repair_candidate,state_top20,MI,0.35,2400.0,0.0028352875158746565,0.34716471248412534,False,v308 post-swap source diagnostic only
