policy_id,month,period,n_funded,coverage_online_90,coverage_online_95,funded_exposure,online_sources,coverage_regret_90,coverage_regret_95,coverage_regret_90_cum,coverage_regret_95_cum
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-01-01,2018H1,9,1.0,1.0,17025.0,first_month_offline_fallback,0.0,0.0,0.0,0.0
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-02-01,2018H1,8,0.75,0.75,15300.0,rolling_grade,0.15000000000000002,0.19999999999999996,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-03-01,2018H1,4,1.0,1.0,11200.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-04-01,2018H1,2,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-05-01,2018H1,8,1.0,1.0,14025.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-06-01,2018H1,16,0.9375,0.9375,41000.0,rolling_grade,0.0,0.012499999999999956,0.15000000000000002,0.2124999999999999
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-07-01,2018H2,18,1.0,1.0,31525.0,rolling_grade,0.0,0.0,0.15000000000000002,0.2124999999999999
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-08-01,2018H2,22,0.9090909090909091,0.9090909090909091,40525.0,rolling_grade,0.0,0.040909090909090895,0.15000000000000002,0.2534090909090908
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-09-01,2018H2,17,1.0,1.0,46900.0,rolling_grade,0.0,0.0,0.15000000000000002,0.2534090909090908
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-10-01,2018H2,18,0.9444444444444444,0.9444444444444444,68725.0,rolling_grade,0.0,0.005555555555555536,0.15000000000000002,0.25896464646464634
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-11-01,2018H2,24,0.875,0.875,59700.0,rolling_grade,0.025000000000000022,0.07499999999999996,0.17500000000000004,0.3339646464646463
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-12-01,2018H2,20,0.95,0.95,54900.0,rolling_grade,0.0,0.0,0.17500000000000004,0.3339646464646463
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-01-01,2019H1,18,1.0,1.0,49125.0,rolling_grade,0.0,0.0,0.17500000000000004,0.3339646464646463
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-02-01,2019H1,12,0.9166666666666666,0.9166666666666666,47775.0,rolling_grade,0.0,0.033333333333333326,0.17500000000000004,0.3672979797979796
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-03-01,2019H1,11,1.0,1.0,26800.0,rolling_grade,0.0,0.0,0.17500000000000004,0.3672979797979796
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-04-01,2019H1,19,0.7894736842105263,0.7894736842105263,44350.0,rolling_grade,0.1105263157894737,0.16052631578947363,0.28552631578947374,0.5278242955874533
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-05-01,2019H1,11,1.0,1.0,20900.0,rolling_grade,0.0,0.0,0.28552631578947374,0.5278242955874533
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-06-01,2019H1,14,0.9285714285714286,0.9285714285714286,40075.0,rolling_grade,0.0,0.021428571428571352,0.28552631578947374,0.5492528670160246
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-07-01,2019H2,21,0.8571428571428571,0.8571428571428571,76550.0,rolling_grade,0.04285714285714293,0.09285714285714286,0.32838345864661667,0.6421100098731675
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-08-01,2019H2,14,1.0,1.0,48825.0,rolling_grade,0.0,0.0,0.32838345864661667,0.6421100098731675
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-09-01,2019H2,8,1.0,1.0,20650.0,rolling_grade,0.0,0.0,0.32838345864661667,0.6421100098731675
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-10-01,2019H2,8,1.0,1.0,26325.0,rolling_grade,0.0,0.0,0.32838345864661667,0.6421100098731675
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-11-01,2019H2,7,0.8571428571428571,0.8571428571428571,8400.0,rolling_grade,0.04285714285714293,0.09285714285714286,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-12-01,2019H2,9,1.0,1.0,20225.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-01-01,2020,5,1.0,1.0,8850.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-02-01,2020,5,1.0,1.0,6200.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-03-01,2020,1,1.0,1.0,1500.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-04-01,2020,3,1.0,1.0,20000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-05-01,2020,1,1.0,1.0,2000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-06-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-07-01,2020,2,1.0,1.0,7000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-08-01,2020,3,1.0,1.0,11000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-09-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.3712406015037596,0.7349671527303103
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-01-01,2018H1,9,1.0,1.0,17025.0,first_month_offline_fallback,0.0,0.0,0.0,0.0
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-02-01,2018H1,8,0.75,0.75,15300.0,rolling_grade,0.15000000000000002,0.19999999999999996,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-03-01,2018H1,5,1.0,1.0,12400.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-04-01,2018H1,1,1.0,1.0,2000.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-05-01,2018H1,7,1.0,1.0,13025.0,rolling_grade,0.0,0.0,0.15000000000000002,0.19999999999999996
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-06-01,2018H1,14,0.9285714285714286,0.9285714285714286,38000.0,rolling_grade,0.0,0.021428571428571352,0.15000000000000002,0.2214285714285713
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-07-01,2018H2,18,1.0,1.0,32425.0,rolling_grade,0.0,0.0,0.15000000000000002,0.2214285714285713
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-08-01,2018H2,19,0.9473684210526315,0.9473684210526315,35375.0,rolling_grade,0.0,0.0026315789473684292,0.15000000000000002,0.22406015037593974
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-09-01,2018H2,19,0.9473684210526315,0.9473684210526315,48400.0,rolling_grade,0.0,0.0026315789473684292,0.15000000000000002,0.22669172932330817
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-10-01,2018H2,17,0.8823529411764706,0.8823529411764706,68125.0,rolling_grade,0.01764705882352946,0.0676470588235294,0.16764705882352948,0.29433878814683756
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-11-01,2018H2,25,0.92,0.92,61400.0,rolling_grade,0.0,0.029999999999999916,0.16764705882352948,0.3243387881468375
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2018-12-01,2018H2,17,1.0,1.0,48700.0,rolling_grade,0.0,0.0,0.16764705882352948,0.3243387881468375
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-01-01,2019H1,16,1.0,1.0,46925.0,rolling_grade,0.0,0.0,0.16764705882352948,0.3243387881468375
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-02-01,2019H1,14,0.8571428571428571,0.8571428571428571,50775.0,rolling_grade,0.04285714285714293,0.09285714285714286,0.2105042016806724,0.41719593100398034
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-03-01,2019H1,14,0.9285714285714286,0.9285714285714286,30000.0,rolling_grade,0.0,0.021428571428571352,0.2105042016806724,0.4386245024325517
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-04-01,2019H1,18,0.7777777777777778,0.7777777777777778,43350.0,rolling_grade,0.12222222222222223,0.17222222222222217,0.33272642390289464,0.6108467246547739
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-05-01,2019H1,11,1.0,1.0,21100.0,rolling_grade,0.0,0.0,0.33272642390289464,0.6108467246547739
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-06-01,2019H1,14,0.9285714285714286,0.9285714285714286,40075.0,rolling_grade,0.0,0.021428571428571352,0.33272642390289464,0.6322752960833452
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-07-01,2019H2,23,0.8695652173913043,0.8695652173913043,78950.0,rolling_grade,0.0304347826086957,0.08043478260869563,0.36316120651159034,0.7127100786920408
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-08-01,2019H2,15,0.9333333333333333,0.9333333333333333,49825.0,rolling_grade,0.0,0.016666666666666607,0.36316120651159034,0.7293767453587074
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-09-01,2019H2,8,1.0,1.0,20650.0,rolling_grade,0.0,0.0,0.36316120651159034,0.7293767453587074
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-10-01,2019H2,9,1.0,1.0,29125.0,rolling_grade,0.0,0.0,0.36316120651159034,0.7293767453587074
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-11-01,2019H2,7,0.8571428571428571,0.8571428571428571,8700.0,rolling_grade,0.04285714285714293,0.09285714285714286,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2019-12-01,2019H2,8,1.0,1.0,18725.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-01-01,2020,5,1.0,1.0,8850.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-02-01,2020,5,1.0,1.0,6200.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-03-01,2020,2,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-04-01,2020,3,1.0,1.0,20000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-05-01,2020,1,1.0,1.0,2000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-06-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-07-01,2020,2,1.0,1.0,7000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-08-01,2020,3,1.0,1.0,11000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p05_alpha0p01_incumbent_region_rs42,2020-09-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.40601834936873327,0.8222338882158503
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-01-01,2018H1,9,1.0,1.0,17025.0,first_month_offline_fallback,0.0,0.0,0.0,0.0
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-02-01,2018H1,7,0.7142857142857143,0.7142857142857143,14300.0,rolling_grade,0.18571428571428572,0.23571428571428565,0.18571428571428572,0.23571428571428565
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-03-01,2018H1,5,1.0,1.0,14200.0,rolling_grade,0.0,0.0,0.18571428571428572,0.23571428571428565
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-04-01,2018H1,2,1.0,1.0,3800.0,rolling_grade,0.0,0.0,0.18571428571428572,0.23571428571428565
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-05-01,2018H1,8,1.0,1.0,14025.0,rolling_grade,0.0,0.0,0.18571428571428572,0.23571428571428565
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-06-01,2018H1,16,0.875,0.875,43650.0,rolling_grade,0.025000000000000022,0.07499999999999996,0.21071428571428574,0.3107142857142856
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-07-01,2018H2,18,1.0,1.0,32025.0,rolling_grade,0.0,0.0,0.21071428571428574,0.3107142857142856
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-08-01,2018H2,18,0.9444444444444444,0.9444444444444444,37850.0,rolling_grade,0.0,0.005555555555555536,0.21071428571428574,0.31626984126984115
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-09-01,2018H2,19,1.0,1.0,49900.0,rolling_grade,0.0,0.0,0.21071428571428574,0.31626984126984115
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-10-01,2018H2,16,0.875,0.875,69925.0,rolling_grade,0.025000000000000022,0.07499999999999996,0.23571428571428577,0.3912698412698411
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-11-01,2018H2,22,0.9545454545454546,0.9545454545454546,58750.0,rolling_grade,0.0,0.0,0.23571428571428577,0.3912698412698411
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2018-12-01,2018H2,16,0.9375,0.9375,45200.0,rolling_grade,0.0,0.012499999999999956,0.23571428571428577,0.40376984126984106
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-01-01,2019H1,17,1.0,1.0,47925.0,rolling_grade,0.0,0.0,0.23571428571428577,0.40376984126984106
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-02-01,2019H1,14,0.9285714285714286,0.9285714285714286,51775.0,rolling_grade,0.0,0.021428571428571352,0.23571428571428577,0.4251984126984124
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-03-01,2019H1,16,0.9375,0.9375,32000.0,rolling_grade,0.0,0.012499999999999956,0.23571428571428577,0.43769841269841236
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-04-01,2019H1,18,0.7777777777777778,0.7777777777777778,43350.0,rolling_grade,0.12222222222222223,0.17222222222222217,0.357936507936508,0.6099206349206345
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-05-01,2019H1,12,1.0,1.0,25500.0,rolling_grade,0.0,0.0,0.357936507936508,0.6099206349206345
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-06-01,2019H1,17,0.9411764705882353,0.9411764705882353,46200.0,rolling_grade,0.0,0.008823529411764675,0.357936507936508,0.6187441643323992
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-07-01,2019H2,23,0.8695652173913043,0.8695652173913043,78750.0,rolling_grade,0.0304347826086957,0.08043478260869563,0.3883712905452037,0.6991789469410948
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-08-01,2019H2,15,0.9333333333333333,0.9333333333333333,49825.0,rolling_grade,0.0,0.016666666666666607,0.3883712905452037,0.7158456136077614
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-09-01,2019H2,9,1.0,1.0,21850.0,rolling_grade,0.0,0.0,0.3883712905452037,0.7158456136077614
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-10-01,2019H2,8,1.0,1.0,26325.0,rolling_grade,0.0,0.0,0.3883712905452037,0.7158456136077614
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-11-01,2019H2,7,0.8571428571428571,0.8571428571428571,8400.0,rolling_grade,0.04285714285714293,0.09285714285714286,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2019-12-01,2019H2,8,1.0,1.0,18725.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-01-01,2020,5,1.0,1.0,8850.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-02-01,2020,5,1.0,1.0,6200.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-03-01,2020,1,1.0,1.0,1500.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-04-01,2020,3,1.0,1.0,20000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-05-01,2020,1,1.0,1.0,2000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-06-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-07-01,2020,2,1.0,1.0,7000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-08-01,2020,3,1.0,1.0,11000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p45_u0p10_alpha0p01_incumbent_region_rs42,2020-09-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.4312284334023466,0.8087027564649043
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-01-01,2018H1,8,1.0,1.0,16025.0,first_month_offline_fallback,0.0,0.0,0.0,0.0
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-02-01,2018H1,9,0.7777777777777778,0.7777777777777778,16300.0,rolling_grade,0.12222222222222223,0.17222222222222217,0.12222222222222223,0.17222222222222217
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-03-01,2018H1,7,1.0,1.0,19200.0,rolling_grade,0.0,0.0,0.12222222222222223,0.17222222222222217
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-04-01,2018H1,2,1.0,1.0,3800.0,rolling_grade,0.0,0.0,0.12222222222222223,0.17222222222222217
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-05-01,2018H1,8,1.0,1.0,15925.0,rolling_grade,0.0,0.0,0.12222222222222223,0.17222222222222217
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-06-01,2018H1,16,0.875,0.875,44100.0,rolling_grade,0.025000000000000022,0.07499999999999996,0.14722222222222225,0.24722222222222212
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-07-01,2018H2,15,1.0,1.0,26700.0,rolling_grade,0.0,0.0,0.14722222222222225,0.24722222222222212
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-08-01,2018H2,23,0.9130434782608695,0.9130434782608695,55625.0,rolling_grade,0.0,0.036956521739130443,0.14722222222222225,0.28417874396135256
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-09-01,2018H2,20,0.95,0.95,59400.0,rolling_grade,0.0,0.0,0.14722222222222225,0.28417874396135256
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-10-01,2018H2,16,0.9375,0.9375,72925.0,rolling_grade,0.0,0.012499999999999956,0.14722222222222225,0.2966787439613525
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-11-01,2018H2,25,0.88,0.88,83200.0,rolling_grade,0.020000000000000018,0.06999999999999995,0.16722222222222227,0.36667874396135247
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2018-12-01,2018H2,18,1.0,1.0,48200.0,rolling_grade,0.0,0.0,0.16722222222222227,0.36667874396135247
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-01-01,2019H1,20,1.0,1.0,50925.0,rolling_grade,0.0,0.0,0.16722222222222227,0.36667874396135247
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-02-01,2019H1,14,0.9285714285714286,0.9285714285714286,49275.0,rolling_grade,0.0,0.021428571428571352,0.16722222222222227,0.3881073153899238
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-03-01,2019H1,11,1.0,1.0,20200.0,rolling_grade,0.0,0.0,0.16722222222222227,0.3881073153899238
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-04-01,2019H1,18,0.8333333333333334,0.8333333333333334,43350.0,rolling_grade,0.06666666666666665,0.11666666666666659,0.23388888888888892,0.5047739820565904
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-05-01,2019H1,12,1.0,1.0,25600.0,rolling_grade,0.0,0.0,0.23388888888888892,0.5047739820565904
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-06-01,2019H1,15,0.9333333333333333,0.9333333333333333,41575.0,rolling_grade,0.0,0.016666666666666607,0.23388888888888892,0.521440648723257
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-07-01,2019H2,20,0.85,0.85,75050.0,rolling_grade,0.050000000000000044,0.09999999999999998,0.28388888888888897,0.621440648723257
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-08-01,2019H2,13,1.0,1.0,47225.0,rolling_grade,0.0,0.0,0.28388888888888897,0.621440648723257
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-09-01,2019H2,8,1.0,1.0,20650.0,rolling_grade,0.0,0.0,0.28388888888888897,0.621440648723257
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-10-01,2019H2,8,1.0,1.0,38625.0,rolling_grade,0.0,0.0,0.28388888888888897,0.621440648723257
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-11-01,2019H2,6,0.8333333333333334,0.8333333333333334,7200.0,rolling_grade,0.06666666666666665,0.11666666666666659,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2019-12-01,2019H2,6,1.0,1.0,16525.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-01-01,2020,5,1.0,1.0,8850.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-02-01,2020,6,1.0,1.0,7200.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-03-01,2020,1,1.0,1.0,1500.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-04-01,2020,3,1.0,1.0,20000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-05-01,2020,1,1.0,1.0,2000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-06-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-07-01,2020,2,1.0,1.0,7000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-08-01,2020,3,1.0,1.0,11000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
crpto_rt0p155_g0p50_u0p00_alpha0p01_forced_incumbent_neighbors_rs42,2020-09-01,2020,1,1.0,1.0,3000.0,rolling_grade,0.0,0.0,0.3505555555555556,0.7381073153899236
