portfolio_label_v129,source_family,source_id,cap_share_v129,source_exposure_v129,source_share_v129,source_slack_v129,source_cap_violated_v129,claim_boundary_v129
next_one_swap_repair_candidate,grade,A,0.8531348749298603,718675.0,0.8530773339664075,5.754096345278459e-05,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,B,0.8531348749298603,50525.0,0.05997388569054543,0.7931609892393149,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,C,0.8531348749298603,34300.0,0.04071458246780224,0.812420292462058,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,D,0.8531348749298603,33450.0,0.03970562051160306,0.8134292544182572,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,E,0.8531348749298603,4500.0,0.0053415632975250755,0.8477933116323352,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,F,0.8531348749298603,1000.0,0.0011870140661166834,0.8519478608637436,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,0,0.9,758200.0,0.8999940649296694,5.935070330642667e-06,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,1,0.9,55550.0,0.06593863137278176,0.8340613686272182,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,2,0.9,25700.0,0.030506261499198765,0.8694937385008012,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,3,0.9,3000.0,0.0035610421983500503,0.89643895780165,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,7,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,8,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,9,0.9,0.0,0.0,0.9,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,0,0.85,17500.0,0.02077274615704196,0.829227253842958,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,1,0.85,19800.0,0.02350287850911033,0.8264971214908896,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,2,0.85,47050.0,0.05584901181078996,0.79415098818921,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,3,0.85,92550.0,0.10985815181909905,0.7401418481809009,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,4,0.85,665550.0,0.7900172117039587,0.05998278829604131,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,0,0.85,620525.0,0.736571903377055,0.11342809662294495,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,1,0.85,179175.0,0.21268324529645677,0.6373167547035432,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,2,0.85,21600.0,0.025639503828120365,0.8243604961718796,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,3,0.85,15950.0,0.0189328743545611,0.8310671256454388,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,4,0.85,5200.0,0.006172473143806754,0.8438275268561932,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,period,2018,0.82,534725.0,0.6347260965042436,0.18527390349575634,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,period,2019,0.82,270375.0,0.3209389281262983,0.49906107187370163,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,period,2020,0.82,37350.0,0.04433497536945813,0.7756650246305419,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,AZ,0.35,9000.0,0.010683126595050151,0.3393168734049498,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,CA,0.35,111300.0,0.13211466555878687,0.2178853344412131,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,CO,0.35,16700.0,0.019823134904148613,0.33017686509585137,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,FL,0.35,50025.0,0.05938037865748709,0.2906196213425129,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,GA,0.35,49050.0,0.05822303994302332,0.2917769600569767,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,IL,0.35,84325.0,0.10009496112528933,0.24990503887471066,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,IN,0.35,1000.0,0.0011870140661166834,0.34881298593388327,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MA,0.35,25400.0,0.03015015727936376,0.3198498427206362,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MD,0.35,13500.0,0.016024689892575227,0.33397531010742476,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MI,0.35,0.0,0.0,0.35,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,MN,0.35,7700.0,0.009140008309098464,0.34085999169090153,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NC,0.35,17900.0,0.021247551783488635,0.32875244821651134,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NJ,0.35,10600.0,0.012582349100836845,0.33741765089916315,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NV,0.35,11200.0,0.013294557540506855,0.33670544245949313,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,NY,0.35,78875.0,0.09362573446495341,0.25637426553504655,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,OH,0.35,21000.0,0.024927295388450354,0.32507270461154963,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,PA,0.35,34850.0,0.04136744020416642,0.30863255979583354,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,TX,0.35,30150.0,0.03578847409341801,0.31421152590658197,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,VA,0.35,14500.0,0.01721170395869191,0.33278829604130805,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,WA,0.35,56475.0,0.0670366193839397,0.2829633806160603,False,twenty-fourth post-swap source diagnostic only
next_one_swap_repair_candidate,state_top20,other,0.35,198900.0,0.23609709775060833,0.11390290224939165,False,twenty-fourth post-swap source diagnostic only
