portfolio_label_v269,source_family,source_id,cap_share_v269,source_exposure_v269,source_share_v269,source_slack_v269,source_cap_violated_v269,claim_boundary_v269
restricted_pool_milp_candidate,grade,A,0.8531348749298603,720800.0,0.8531187122736419,1.6162656218399185e-05,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,B,0.8531348749298603,26825.0,0.031749319446088296,0.821385555483772,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,C,0.8531348749298603,27600.0,0.03266658776186531,0.820468287167995,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,D,0.8531348749298603,53925.0,0.06382412119777489,0.7893107537320854,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,E,0.8531348749298603,13750.0,0.016274115279914785,0.8368607596499456,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,F,0.8531348749298603,2000.0,0.0023671440407148775,0.8507677308891454,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,0,0.9,760325.0,0.8998993963782697,0.0001006036217303663,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,1,0.9,44925.0,0.053171973014557936,0.8468280269854421,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,2,0.9,31250.0,0.03698662563616996,0.8630133743638301,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,3,0.9,8400.0,0.009942004971002486,0.8900579950289975,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,7,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,8,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,score_decile,9,0.9,0.0,0.0,0.9,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,0,0.85,6600.0,0.007811575334359095,0.8421884246656409,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,1,0.85,19225.0,0.02275417209137176,0.8272458279086282,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,2,0.85,43250.0,0.051189489880459224,0.7988105101195407,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,3,0.85,88600.0,0.10486448100366907,0.7451355189963309,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,income_band,4,0.85,687225.0,0.8133802816901409,0.036619718309859106,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,0,0.85,617525.0,0.7308853118712274,0.11911468812877257,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,1,0.85,176275.0,0.2086341578885075,0.6413658421114925,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,2,0.85,32300.0,0.03822937625754527,0.8117706237424547,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,3,0.85,12600.0,0.014913007456503728,0.8350869925434963,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,dti_band,4,0.85,6200.0,0.00733814652621612,0.8426618534737839,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2018,0.82,511925.0,0.6059001065214819,0.2140998934785181,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2019,0.82,310825.0,0.3678837732276009,0.45211622677239904,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,period,2020,0.82,22150.0,0.02621612025091727,0.7937838797490827,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,AZ,0.35,9500.0,0.011243934193395668,0.33875606580660433,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,CA,0.35,105900.0,0.12534027695585276,0.22465972304414722,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,CO,0.35,15200.0,0.01799029470943307,0.3320097052905669,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,FL,0.35,45825.0,0.05423718783287963,0.29576281216712036,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,GA,0.35,14650.0,0.017339330098236478,0.3326606699017635,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,IL,0.35,89725.0,0.10619599952657119,0.2438040004734288,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,IN,0.35,1000.0,0.0011835720203574387,0.3488164279796425,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MA,0.35,25400.0,0.030062729317078943,0.31993727068292105,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MD,0.35,15200.0,0.01799029470943307,0.3320097052905669,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MI,0.35,3400.0,0.004024144869215292,0.34597585513078466,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,MN,0.35,20800.0,0.024618298023434727,0.32538170197656524,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NC,0.35,21200.0,0.0250917268315777,0.3249082731684223,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NJ,0.35,22500.0,0.026630370458042372,0.3233696295419576,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NV,0.35,5700.0,0.006746360516037401,0.3432536394839626,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,NY,0.35,89300.0,0.10569298141791927,0.2443070185820807,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,OH,0.35,21000.0,0.024855012427506214,0.32514498757249377,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,PA,0.35,37050.0,0.04385134335424311,0.30614865664575686,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,TX,0.35,29350.0,0.03473783879749083,0.31526216120250916,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,VA,0.35,11000.0,0.013019292223931826,0.33698070777606814,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,WA,0.35,57475.0,0.0680258018700438,0.28197419812995617,False,restricted-pool source diagnostic only; not full-universe proof
restricted_pool_milp_candidate,state_top20,other,0.35,203725.0,0.24112320984731922,0.10887679015268076,False,restricted-pool source diagnostic only; not full-universe proof
