policy_id,regime_v206,added_loan_id_v206,dropped_loan_id_v206,added_loan_amount_v206,dropped_loan_amount_v206,added_mean_return_v206,dropped_mean_return_v206,return_delta_v206,objective_return_after_swap_v206,exposure_after_swap_v206,budget_swap_feasible_v206,source_swap_feasible_v206,source_min_slack_after_swap_v206,max_source_share_after_swap_v206,source_cap_violations_after_swap_v206,first_source_block_family_v206,first_source_block_id_v206,loss_mean_after_swap_v206,cvar90_after_swap_v206,cvar_swap_feasible_v206,one_swap_improves_return_v206,integer_screen_scope_v206,claim_boundary_v206,added_grade_v206,dropped_grade_v206,added_score_decile_v206,dropped_score_decile_v206,added_income_band_v206,dropped_income_band_v206,added_dti_band_v206,dropped_dti_band_v206,added_period_v206,dropped_period_v206,added_state_top20_v206,dropped_state_top20_v206
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,162605401,127672145,1000.0,1000.0,-160.8152043628769,-196.20083323856994,35.385628875693044,2451.339300174935,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61563.77210078351,97050.39226781993,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,D,C,3,1,2,0,1,2,2019,2018,MD,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,141017853,127672145,1000.0,1000.0,-160.86500878453754,-196.20083323856994,35.335824454032405,2451.2894957532744,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61517.75846736386,97049.58104228982,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,E,C,2,1,4,0,0,2,2018,2018,VA,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,140620222,127672145,1000.0,1000.0,-161.9757189883544,-196.20083323856994,34.22511425021554,2450.1787855494576,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61509.023657641475,97038.0933486096,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,E,C,2,1,2,0,0,2,2018,2018,FL,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,146058451,127672145,1000.0,1000.0,-162.5963102886178,-196.20083323856994,33.604522949952155,2449.5581942491945,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61582.600116342976,97161.75110040669,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,F,C,2,1,1,0,2,2,2019,2018,NY,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,138239745,127672145,1000.0,1000.0,-166.10731042945866,-196.20083323856994,30.093522809111278,2446.0471941083533,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61414.55214646629,96875.67549041891,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,C,C,1,1,4,0,2,2,2018,2018,MI,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,131574675,126733849,1000.0,1000.0,-157.0638633390644,-186.9469746106631,29.883111271598693,2445.836782570841,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61405.014927643424,96865.3919197956,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,B,B,0,0,4,4,0,3,2018,2018,TX,NJ
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,158316010,126760355,1500.0,1500.0,-220.5649967146192,-250.40002765814089,29.835030943521673,2445.788702242764,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61429.32431851629,96949.69016217136,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,B,B,0,0,3,1,1,0,2019,2018,MD,IL
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,162083390,127672145,1000.0,1000.0,-168.4682188833758,-196.20083323856994,27.73261435519413,2443.6862856544362,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61459.711986021946,96956.11236066125,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,C,C,1,1,2,0,1,2,2019,2018,other,other
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,137378784,126733849,1000.0,1000.0,-159.31147457733482,-186.9469746106631,27.63550003332827,2443.5891713325705,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61413.96798641603,96884.30322832568,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,B,B,0,0,4,4,0,3,2018,2018,TX,NJ
v63_source_repair_return_guarded_repair,incumbent_cvar_relaxed_source_lp,136315166,126733849,1000.0,1000.0,-159.31147457733482,-186.9469746106631,27.63550003332827,2443.5891713325705,842425.0,True,True,3.222484231535372e-05,0.8995459536457251,0,,,61413.96798641603,96884.30322832568,True,True,post_v205_one_drop_one_add_whole_loan_swap,post-v205 one-swap pricing only; not multi-swap or global proof,B,B,0,0,0,4,0,3,2018,2018,AZ,NJ
