portfolio_label_v249,source_family,source_id,cap_share_v249,source_exposure_v249,source_share_v249,source_slack_v249,source_cap_violated_v249,claim_boundary_v249
next_one_swap_repair_candidate,grade,A,0.8531348749298603,718675.0,0.8530013946173705,0.00013348031248983094,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,B,0.8531348749298603,29225.0,0.03468739800005934,0.8184474769298009,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,C,0.8531348749298603,27600.0,0.032758671849500015,0.8203762030803603,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,D,0.8531348749298603,52525.0,0.06234236372807928,0.790792511201781,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,E,0.8531348749298603,12500.0,0.014836355004302543,0.8382985199255577,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,F,0.8531348749298603,2000.0,0.002373816800688407,0.8507610581291719,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,0,0.9,757300.0,0.8988457315806653,0.0011542684193347474,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,1,0.9,49225.0,0.058425566006943416,0.8415744339930566,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,2,0.9,27600.0,0.032758671849500015,0.8672413281505,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,3,0.9,8400.0,0.00997003056289131,0.8900299694371087,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,7,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,8,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,score_decile,9,0.9,0.0,0.0,0.9,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,0,0.85,10400.0,0.012343847363579716,0.8376561526364202,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,1,0.85,20325.0,0.024123913236995934,0.8258760867630041,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,2,0.85,44450.0,0.05275807839529984,0.7972419216047001,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,3,0.85,85400.0,0.10136197738939497,0.748638022610605,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,income_band,4,0.85,681950.0,0.8094121836147296,0.040587816385270425,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,0,0.85,625950.0,0.7429453131954541,0.10705468680454588,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,1,0.85,170275.0,0.20210082786860925,0.6478991721313907,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,2,0.85,27500.0,0.03263998100946559,0.8173600189905343,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,3,0.85,12600.0,0.014955045844336963,0.835044954155663,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,dti_band,4,0.85,6200.0,0.007358832082134061,0.8426411679178659,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,period,2018,0.82,523125.0,0.6209014569300614,0.19909854306993857,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,period,2019,0.82,297250.0,0.3528085220023145,0.46719147799768546,False,first bounded two-swap post-swap source diagnostic only
next_one_swap_repair_candidate,period,2020,0.82,22150.0,0.026290021067624104,0.7937099789323758,False,first bounded two-swap post-swap source diagnostic only
