candidate_rank_v288,added_loan_id_v288,drop_rank_v288,dropped_loan_id_v288,dropped_loan_amount_v288,dropped_mean_return_v288,claim_boundary_v288
201,147308458,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
201,147308458,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
201,147308458,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
201,147308458,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
201,147308458,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
201,147308458,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
202,140266167,1,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
202,140266167,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
202,140266167,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
202,140266167,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
202,140266167,5,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
203,159371371,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
203,159371371,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
203,159371371,3,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
203,159371371,4,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
204,158111473,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
204,158111473,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
204,158111473,3,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
204,158111473,4,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,1,161626478,2400.0,59.91771594001454,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,5,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,6,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
205,131741634,7,159850257,11025.0,273.69192412557953,selected by exact source-relief MILP for diagnostic pricing only
206,135261793,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
206,135261793,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
206,135261793,3,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
206,135261793,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,2,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,3,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,4,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,5,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
207,135660860,6,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
208,134323807,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
208,134323807,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
208,134323807,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
208,134323807,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
208,134323807,5,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
209,125723058,6,160447435,14000.0,347.54530047692685,selected by exact source-relief MILP for diagnostic pricing only
210,131466556,1,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
211,132180908,1,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
212,136911871,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
213,140019953,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
213,140019953,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
213,140019953,3,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
214,130994840,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
215,137800551,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
215,137800551,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
215,137800551,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
215,137800551,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
215,137800551,5,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
216,136296264,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
216,136296264,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
217,141367322,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
218,147280490,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
218,147280490,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
218,147280490,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
218,147280490,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
218,147280490,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,1,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,5,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
219,134814363,6,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
220,140538865,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
220,140538865,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
220,140538865,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
220,140538865,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
220,140538865,5,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
221,143025730,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
222,143051689,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
223,139274406,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
223,139274406,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
224,127585886,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
224,127585886,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
224,127585886,3,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
225,136159895,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
225,136159895,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,1,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,5,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
226,145866553,6,158700271,8000.0,198.2323499409941,selected by exact source-relief MILP for diagnostic pricing only
227,146735783,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
227,146735783,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
227,146735783,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
227,146735783,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
227,146735783,5,160327845,7500.0,186.18498239835355,selected by exact source-relief MILP for diagnostic pricing only
228,128092031,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
228,128092031,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
229,127960662,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
229,127960662,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
230,128661769,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
230,128661769,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
231,127507664,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
231,127507664,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
232,150454781,6,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
233,148167086,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
233,148167086,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
233,148167086,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
233,148167086,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
233,148167086,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
234,129361681,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
234,129361681,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
234,129361681,3,148029832,10000.0,247.80404423386764,selected by exact source-relief MILP for diagnostic pricing only
235,154658687,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
235,154658687,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
235,154658687,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
235,154658687,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,2,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,3,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,4,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,5,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
236,158935992,6,160327845,7500.0,186.18498239835355,selected by exact source-relief MILP for diagnostic pricing only
237,140579566,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
237,140579566,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
237,140579566,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
237,140579566,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
237,140579566,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
238,141235872,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
238,141235872,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
238,141235872,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
238,141235872,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
239,143359641,1,137182894,1800.0,44.22659987973943,selected by exact source-relief MILP for diagnostic pricing only
239,143359641,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
239,143359641,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
239,143359641,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
240,154381930,1,159357211,1500.0,37.236996479670715,selected by exact source-relief MILP for diagnostic pricing only
240,154381930,2,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
240,154381930,3,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
240,154381930,4,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
240,154381930,5,160327845,7500.0,186.18498239835355,selected by exact source-relief MILP for diagnostic pricing only
241,127039397,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
241,127039397,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
241,127039397,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
241,127039397,4,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
242,145943299,1,170387634,3000.0,72.71865378192913,selected by exact source-relief MILP for diagnostic pricing only
242,145943299,2,144534751,3000.0,73.15914631115284,selected by exact source-relief MILP for diagnostic pricing only
242,145943299,3,133763576,3000.0,73.31323703811194,selected by exact source-relief MILP for diagnostic pricing only
242,145943299,4,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
242,145943299,5,138253214,6000.0,147.1374520733008,selected by exact source-relief MILP for diagnostic pricing only
243,135596389,1,145033022,5050.0,123.15122962377396,selected by exact source-relief MILP for diagnostic pricing only
243,135596389,2,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
244,132314012,1,138240169,35000.0,858.3018037609215,selected by exact source-relief MILP for diagnostic pricing only
