portfolio_label_v273,source_family,source_id,cap_share_v273,source_exposure_v273,source_share_v273,source_slack_v273,source_cap_violated_v273,claim_boundary_v273
restricted_pool_milp_repair_candidate,grade,A,0.8531348749298603,719625.0,0.8531163865919801,1.8488337880206984e-05,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,B,0.8531348749298603,26825.0,0.031801072878693576,0.8213338020511667,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,C,0.8531348749298603,28200.0,0.03343113719214012,0.8197037377377202,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,D,0.8531348749298603,54125.0,0.06416525888385051,0.7889696160460098,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,E,0.8531348749298603,12750.0,0.01511514181559527,0.838019733114265,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,F,0.8531348749298603,2000.0,0.0023710026377404343,0.8507638722921198,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,grade,G,0.8531348749298603,0.0,0.0,0.8531348749298603,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,0,0.9,759150.0,0.8999733262203254,2.6673779674579734e-05,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,1,0.9,44525.0,0.05278444622269642,0.8472155537773036,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,2,0.9,30250.0,0.03586141489582407,0.864138585104176,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,3,0.9,9600.0,0.011380812661154085,0.8886191873388459,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,4,0.9,0.0,0.0,0.9,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,5,0.9,0.0,0.0,0.9,False,restricted-pool MILP repair source diagnostic only
restricted_pool_milp_repair_candidate,score_decile,6,0.9,0.0,0.0,0.9,False,restricted-pool MILP repair source diagnostic only
